title,Release_year,cluster_tfidf_first,cluster_tfidf_second,cluster_lda_major_first,cluster_lda_major_second,cluster_lda_major_second_finer
The Girl in the Park,2007,7,21,11,10,9
The Go-Getter,2007,22,19,18,4,2
The Golden Compass,2007,19,13,6,18,2
Gone Baby Gone,2007,20,2,6,22,2
Good Luck Chuck,2007,10,17,18,9,18
The Good Night,2007,7,21,17,21,4
Grace Is Gone,2007,0,17,17,18,28
Gracie,2007,8,8,7,6,2
The Great Debaters,2007,7,21,8,18,2
 Hairspray,2007,1,15,16,18,2
Halloween,2007,16,4,8,18,2
The Hammer,2007,10,17,17,18,2
Happily N'Ever After,2007,19,17,20,5,2
Harry Potter and the Order of the Phoenix,2007,2,13,21,5,2
Hear and Now,2007,1,15,13,12,2
The Heartbreak Kid,2007,12,3,6,5,29
Highlander: The Source,2007,9,7,18,5,16
The Hills Have Eyes 2,2007,6,20,21,7,18
The Hitcher,2007,20,19,19,22,36
Hitman,2007,6,20,6,18,2
The Hoax,2007,10,21,6,18,2
Honeydripper,2007,11,12,8,20,4
Hostel: Part II,2007,19,4,6,18,2
Hot Rod,2007,4,11,21,18,2
The Hunting Party,2007,2,13,9,8,2
I Am Legend,2007,2,4,21,7,2
I Could Never Be Your Woman,2007,10,3,21,6,18
I Know Who Killed Me,2007,16,4,17,18,44
I Now Pronounce You Chuck and Larry,2007,10,0,5,5,23
I Think I Love My Wife,2007,0,17,6,18,18
I'm Not There,2007,11,12,6,18,2
In the Land of Women,2007,15,9,6,18,2
In the Valley of Elah,2007,20,2,8,0,3
Interview,2007,0,17,16,18,2
Into the Wild,2007,10,21,6,13,2
The Invasion,2007,18,10,14,18,2
The Invisible,2007,20,2,6,18,32
Itty Bitty Titty Committee,2007,9,7,6,18,2
 Joshua,2007,15,9,1,18,2
Juno,2007,0,11,6,18,18
 Kickin' It Old Skool,2007,8,8,6,18,2
Killing Zelda Sparks,2007,1,15,7,22,6
The Kingdom,2007,6,20,16,5,2
The Kite Runner,2007,4,11,20,18,2
Knocked Up,2007,10,0,6,18,2
 Lady Magdalene's,2007,7,21,7,16,20
Lars and the Real Girl,2007,4,11,11,18,2
The Last Mimzy,2007,19,21,6,18,2
The Last Sin Eater,2007,12,22,18,12,27
License to Wed,2007,10,17,13,18,2
The Life Before Her Eyes,2007,1,15,21,12,2
Lions for Lambs,2007,19,21,20,5,2
The List,2007,9,7,20,3,39
Live Free or Die Hard,2007,2,20,16,18,2
The Lookout,2007,13,18,6,18,2
Love in the Time of Cholera,2007,21,5,1,11,17
Lucky You,2007,8,8,20,22,32
"Lust, Caution",2007,9,7,6,5,2
Margot at the Wedding,2007,18,3,22,18,0
Marigold,2007,0,11,6,0,2
Married Life,2007,7,3,1,12,2
Martian Child,2007,0,17,18,18,2
Meet the Robinsons,2007,0,17,21,8,2
The Messengers,2007,12,22,19,5,2
Michael Clayton,2007,22,19,7,18,2
A Mighty Heart,2007,7,3,16,18,23
The Mist,2007,9,7,21,18,2
Mister Lonely,2007,3,14,12,8,2
A Modern Twain Story: The Prince and the Pauper,2007,0,17,6,18,2
The Mother of Tears,2007,15,9,21,18,2
Moving McAllister,2007,0,17,18,18,2
Mr. Brooks,2007,5,6,11,18,18
Mr. Magorium's Wonder Emporium,2007,0,17,13,18,2
Mr. Woodcock,2007,15,0,20,18,12
Music and Lyrics,2007,21,3,6,5,2
My Bollywood Bride,2007,21,17,19,6,2
My Sexiest Year,2007,4,11,12,18,17
 Nancy Drew,2007,4,11,11,0,2
Nanking,2007,11,12,8,5,2
The Nanny Diaries,2007,15,9,6,18,2
National Treasure: Book of Secrets,2007,18,3,6,5,2
Next,2007,6,13,21,5,2
No Country for Old Men,2007,13,18,17,6,2
No Reservations,2007,21,5,20,18,2
Nobel Son,2007,14,16,6,18,18
Norbit,2007,19,13,6,18,2
Normal Adolescent Behavior,2007,9,7,1,5,2
Numb,2007,7,3,16,7,26
The Number 23,2007,5,6,6,18,2
 Ocean's Thirteen,2007,19,13,6,18,2
Only for You,2007,21,5,19,16,38
 P.S. I Love You,2007,15,9,20,18,2
P2,2007,22,19,13,18,2
Paranoid Park,2007,1,15,6,10,2
Passage to Zarahemla,2007,4,11,6,18,32
Pathfinder,2007,6,20,6,5,2
The Perfect Holiday,2007,15,9,6,8,36
Perfect Stranger,2007,5,6,17,18,2
Persepolis,2007,12,22,6,18,2
Pirates of the Caribbean: At World's End,2007,6,13,12,5,23
The Poughkeepsie Tapes,2007,5,6,11,18,2
Premonition,2007,0,17,13,6,2
Pride,2007,7,3,8,4,4
Primeval,2007,6,20,13,18,2
 Ratatouille,2007,14,16,20,6,2
The Reaping,2007,6,20,13,18,10
Redline,2007,22,19,1,5,2
Reign Over Me,2007,0,17,20,7,32
Remember the Daze,2007,1,15,7,0,32
Rendition,2007,2,13,16,18,2
Reno 911!: Miami,2007,20,2,18,16,2
Reservation Road,2007,14,16,6,6,4
Resident Evil: Extinction,2007,6,20,6,18,2
Resurrecting the Champ,2007,14,16,6,6,2
Rocket Science,2007,1,15,16,5,2
Rush Hour 3,2007,6,4,21,5,2
 Savage Grace,2007,5,12,12,9,5
The Savages,2007,4,11,21,4,2
Saw IV,2007,2,13,21,18,2
The Seeker,2007,19,16,16,18,2
Seraphim Falls,2007,16,20,16,18,30
Shooter,2007,6,20,18,11,2
Shrek the Third,2007,19,13,15,5,2
The Simpsons Movie,2007,19,13,6,18,23
Sinner,2007,20,2,16,19,14
Sinners,2007,3,14,18,12,36
Sleuth,2007,7,21,0,4,16
Smiley Face,2007,7,21,20,18,44
Smokin' Aces,2007,6,20,2,18,2
Socket,2007,9,7,8,13,36
Spider-Man 3,2007,4,3,16,0,18
Spiral,2007,10,21,12,22,37
Stardust,2007,14,16,20,5,2
Starting Out in the Evening,2007,10,0,3,4,12
Still Green,2007,1,15,21,19,11
Stomp the Yard,2007,10,17,16,18,2
Stuck,2007,22,19,5,18,2
Suburban Girl,2007,4,0,18,18,2
Suffering Man's Charity,2007,7,1,19,7,29
Sunshine,2007,2,13,21,18,17
Superbad,2007,20,4,6,18,2
Surf's Up,2007,0,17,13,18,26
Sweeney Todd: The Demon Barber of Fleet Street,2007,6,20,6,18,42
Taxi to the Dark Side,2007,2,21,16,18,2
The Ten,2007,4,14,6,18,2
There Will Be Blood,2007,12,4,1,18,2
Things We Lost in the Fire,2007,21,3,7,18,11
TMNT,2007,17,1,8,21,2
Transformers,2007,2,13,17,2,2
 Underdog,2007,20,2,6,5,25
 Vacancy,2007,22,19,6,13,2
 Waitress,2007,10,21,6,18,30
Walk Hard: The Dewey Cox Story,2007,8,8,17,18,2
War,2007,6,20,11,5,2
The Water Horse: Legend of the Deep,2007,15,9,21,18,18
We Are the Strange,2007,7,21,7,12,13
We Own the Night,2007,20,2,6,18,2
What Love Is,2007,8,8,6,6,44
What We Do Is Secret,2007,8,8,16,11,18
Whisper,2007,6,20,6,15,27
White Noise: The Light,2007,5,16,6,18,2
Who's Your Caddy?,2007,7,21,14,13,25
Why Did I Get Married?,2007,0,3,6,18,2
Wild Hogs,2007,17,1,20,0,2
Wind Chill,2007,22,19,6,18,2
 Year of the Dog,2007,10,17,6,18,2
You Kill Me,2007,12,22,15,22,30
Youth Without Youth,2007,10,17,14,14,2
 Zodiac,2007,20,2,6,18,2
" 10,000 BC",2008,6,20,16,20,2
21,2008,1,15,11,18,2
27 Dresses,2008,21,5,6,18,2
88 Minutes,2008,5,6,16,18,2
 The Accidental Husband,2008,21,3,6,18,18
An American Carol,2008,7,21,16,5,44
Appaloosa,2008,2,4,16,12,37
August,2008,7,21,2,9,41
 Baby Mama,2008,10,0,6,18,2
Babylon A.D.,2008,9,7,6,18,2
Ballast,2008,3,14,11,6,1
Bangkok Dangerous,2008,6,20,8,18,2
Be Kind Rewind,2008,11,12,8,18,16
Bedtime Stories,2008,1,15,21,18,16
Beer for My Horses,2008,15,4,6,18,4
Beverly Hills Chihuahua,2008,17,1,13,14,19
Body of Lies,2008,18,10,21,10,17
Bolt,2008,19,13,8,9,32
The Boy in the Striped Pyjamas,2008,4,11,6,18,2
Burn After Reading,2008,16,14,16,18,2
 Cadillac Records,2008,8,8,8,6,1
Changeling,2008,20,2,16,18,2
Che,2008,0,21,6,6,2
Choke,2008,15,9,10,18,44
The Chronicles of Narnia: Prince Caspian,2008,2,13,1,5,32
City of Ember,2008,19,21,6,18,20
Cloverfield,2008,2,13,6,18,2
College,2008,1,15,10,8,26
College Road Trip,2008,4,11,22,18,2
The Curious Case of Benjamin Button,2008,4,11,6,18,2
 The Dark Knight,2008,6,20,21,18,2
The Day the Earth Stood Still,2008,19,13,6,18,2
Deal,2008,8,8,20,18,2
The Deal,2008,11,12,16,20,18
Death Race,2008,22,19,16,18,2
Deception,2008,0,17,6,18,2
Defiance,2008,2,20,6,18,17
"Definitely, Maybe",2008,21,5,6,6,44
Delgo,2008,19,13,2,18,2
Disaster Movie,2008,17,1,6,5,2
Doomsday,2008,9,7,6,18,32
Doubt,2008,4,11,13,9,33
Drillbit Taylor,2008,1,15,6,18,2
 Eagle Eye,2008,7,4,6,18,25
Elegy,2008,10,0,22,18,2
The Express,2008,8,8,1,18,2
The Eye,2008,22,19,1,18,37
 The Family That Preys,2008,13,3,6,18,2
Felon,2008,12,22,17,16,2
Fireflies in the Garden,2008,15,3,6,18,18
Fireproof,2008,4,11,4,5,2
First Sunday,2008,13,18,17,18,2
Flash of Genius,2008,10,21,20,18,2
Fool's Gold,2008,6,20,5,6,10
The Forbidden Kingdom,2008,19,13,20,5,2
Forever Strong,2008,4,11,16,18,2
Forgetting Sarah Marshall,2008,10,0,6,18,2
Four Christmases,2008,12,22,6,18,30
Frost/Nixon,2008,10,17,6,18,2
Frozen River,2008,14,16,11,18,2
Funny Games,2008,18,4,14,18,18
Get Smart,2008,3,14,6,18,2
Ghost Town,2008,0,17,18,5,29
Gran Torino,2008,12,22,17,18,2
 Hamlet 2,2008,8,8,11,18,2
Hancock,2008,12,16,1,0,2
The Happening,2008,9,7,13,18,2
Harold,2008,1,15,20,18,2
Harold & Kumar Escape from Guantanamo Bay,2008,14,3,19,18,2
The Haunting of Molly Hartley,2008,4,11,11,18,29
Hellboy II: The Golden Army,2008,17,16,6,8,2
Henry Poole Is Here,2008,18,11,1,22,32
Hero Wanted,2008,7,21,6,6,38
High School Musical 3: Senior Year,2008,0,17,1,18,26
Horton Hears a Who!,2008,19,13,17,18,17
The Hottie and the Nottie,2008,1,15,13,22,30
The House Bunny,2008,10,17,6,13,2
 Igor,2008,19,13,13,16,2
In Bruges,2008,6,20,20,18,2
The Incredible Hulk,2008,2,13,21,5,2
Indiana Jones and the Kingdom of the Crystal Skull,2008,19,13,22,18,2
Inkheart,2008,19,13,21,5,2
Iron Man,2008,9,7,2,15,2
 Journey to the Center of the Earth,2008,19,4,11,18,18
Jumper,2008,6,4,21,0,2
 Kit Kittredge: An American Girl,2008,15,9,11,7,42
Kung Fu Panda,2008,19,13,10,4,28
 Lakeview Terrace,2008,16,4,6,5,2
Last Chance Harvey,2008,0,17,6,5,2
Leatherheads,2008,8,8,13,5,33
The Love Guru,2008,21,5,20,18,2
The Longshots,2008,4,11,9,5,2
The Lucky Ones,2008,14,16,16,18,32
 Mad Money,2008,18,10,21,18,2
Madagascar: Escape 2 Africa,2008,17,16,13,18,2
Made of Honor,2008,0,3,21,20,2
Mamma Mia!,2008,4,3,6,5,2
Marley & Me,2008,12,22,6,18,2
Max Payne,2008,6,20,16,16,44
Meet Dave,2008,20,2,6,5,2
Meet the Browns,2008,4,11,6,18,2
Meet the Spartans,2008,19,16,13,18,2
The Midnight Meat Train,2008,5,6,12,18,32
Milk,2008,11,12,6,18,2
Miracle at St. Anna,2008,6,20,8,0,2
Mirrors,2008,16,4,21,18,2
The Mummy: Tomb of the Dragon Emperor,2008,9,7,6,5,23
My Best Friend's Girl,2008,10,0,13,18,2
My Sassy Girl,2008,0,17,11,18,2
 Never Back Down,2008,17,1,10,18,2
Nick and Norah's Infinite Playlist,2008,0,17,20,18,30
Nights in Rodanthe,2008,14,16,6,18,2
Nim's Island,2008,4,11,21,20,37
Nothing But the Truth,2008,1,15,14,18,2
Nothing Like the Holidays,2008,0,17,6,18,2
 One Missed Call,2008,0,17,1,17,18
The Other Boleyn Girl,2008,14,3,6,18,2
Over Her Dead Body,2008,10,3,21,7,2
 Passengers,2008,0,17,6,18,13
Pathology,2008,9,7,14,6,7
Pineapple Express,2008,16,2,13,5,2
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008,9,7,13,5,2
Pride and Glory,2008,6,20,9,5,2
Prom Night,2008,16,4,8,8,26
The Promotion,2008,19,21,6,18,2
Punisher: War Zone,2008,16,20,21,5,2
 Quantum of Solace,2008,6,20,6,18,2
Quarantine,2008,2,13,8,6,2
 Rachel Getting Married,2008,22,19,17,7,2
Rambo,2008,6,20,21,22,37
The Reader,2008,0,17,6,5,2
Redbelt,2008,17,1,10,18,2
Repo! The Genetic Opera,2008,4,11,6,18,2
Revolutionary Road,2008,10,17,6,22,2
Righteous Kill,2008,5,6,4,18,2
The Rocker,2008,8,8,17,18,2
Role Models,2008,8,8,21,18,2
The Ruins,2008,9,7,17,18,2
 Saw V,2008,16,13,16,18,2
The Secret Life of Bees,2008,15,9,21,18,2
Semi-Pro,2008,8,8,19,18,17
Seven Pounds,2008,0,17,1,18,2
Sex and the City,2008,10,3,6,18,2
Sex Drive,2008,22,3,9,18,2
Shutter,2008,0,17,21,18,18
The Sisterhood of the Traveling Pants 2,2008,15,9,14,6,2
Smart People,2008,0,17,6,18,18
Soul Men,2008,7,0,22,17,42
Space Chimps,2008,19,13,8,5,2
Speed Racer,2008,12,22,16,18,2
The Spiderwick Chronicles,2008,18,4,1,18,2
Spike,2008,21,5,10,11,2
The Spirit,2008,16,20,6,22,18
Star Wars: The Clone Wars,2008,2,13,4,18,2
Step Brothers,2008,10,3,17,18,2
Step Up 2: The Streets,2008,1,15,21,18,2
Stop-Loss,2008,16,4,16,5,2
Strange Wilderness,2008,9,7,6,18,19
The Strangers,2008,18,10,6,18,36
Street Kings,2008,6,20,16,5,2
Superhero Movie,2008,19,4,20,18,2
Swing Vote,2008,7,21,17,11,28
Taken,2008,16,4,6,5,2
The Tale of Despereaux,2008,0,17,17,5,2
Traitor,2008,6,20,6,19,2
Tropic Thunder,2008,11,12,21,18,2
Twilight,2008,1,15,1,18,2
Untraceable,2008,5,6,21,18,2
 Valkyrie,2008,2,13,10,7,25
Vantage Point,2008,16,4,6,5,2
Vicky Cristina Barcelona,2008,10,3,20,18,2
 W.,2008,4,11,4,18,29
The Wackness,2008,0,17,1,20,2
WALL-E,2008,19,13,13,18,2
Waltz with Bashir,2008,10,21,7,18,25
Wanted,2008,6,20,18,18,2
"War, Inc.",2008,16,20,13,18,2
Welcome Home Roscoe Jenkins,2008,12,22,6,18,2
What Happens in Vegas,2008,13,18,6,5,2
What Just Happened,2008,11,12,6,18,12
Witless Protection,2008,19,13,19,5,29
The Women,2008,15,9,1,18,2
The Wrestler,2008,0,17,16,17,2
 The X-Files: I Want to Believe,2008,22,19,16,18,2
 Yes Man,2008,0,17,20,18,2
You Don't Mess with the Zohan,2008,19,13,6,18,2
 Zack and Miri Make a Porno,2008,11,12,21,18,2
 (500) Days of Summer,2009,10,17,20,18,2
12 Rounds,2009,22,19,5,5,23
17 Again,2009,1,15,6,18,37
2012,2009,14,3,6,18,2
9,2009,2,13,18,18,26
 Adam,2009,4,11,6,18,2
Adventureland,2009,0,17,20,18,2
After.Life,2009,0,17,17,12,2
Alien Trespass,2009,19,13,6,12,29
Aliens in the Attic,2009,12,22,21,18,2
All About Steve,2009,19,17,13,18,32
Alvin and the Chipmunks: The Squeakquel,2009,1,15,9,18,25
Amelia,2009,21,5,21,18,18
American Violet,2009,15,9,16,18,2
Angels & Demons,2009,6,20,21,5,2
The Answer Man,2009,15,0,0,18,5
Arcadia Lost,2009,22,19,2,14,44
Armored,2009,13,18,11,18,2
Assassination of a High School President,2009,1,15,11,18,2
Astro Boy,2009,17,1,6,18,2
Avatar,2009,2,13,14,18,2
Away We Go,2009,12,22,19,18,2
 The Bad Lieutenant: Port of Call New Orleans,2009,20,2,17,18,2
Bandslam,2009,1,15,6,18,2
Battle for Terra,2009,17,1,6,5,18
Berdella[2],2009,3,14,17,0,13
Beyond a Reasonable Doubt,2009,5,6,11,18,2
Big Fan,2009,7,21,14,18,15
The Blind Side,2009,15,9,2,18,2
Boogie Town,2009,10,0,20,18,2
The Boondock Saints II: All Saints Day,2009,6,20,11,16,2
The Box,2009,14,16,8,18,30
Bride Wars,2009,10,17,21,17,2
Brothers,2009,12,4,6,18,2
The Brothers Bloom,2009,0,17,8,18,32
Brüno,2009,9,17,18,18,2
 C Me Dance,2009,4,11,22,14,28
Carriers,2009,22,19,21,18,12
The Chaos Experiment,2009,6,4,6,8,15
A Christmas Carol,2009,12,22,6,5,32
Cirque du Freak: The Vampire's Assistant,2009,17,1,10,18,17
Cloudy with a Chance of Meatballs,2009,19,13,20,18,2
Cold Souls,2009,8,8,16,18,44
The Collector,2009,18,10,13,18,2
Confessions of a Shopaholic,2009,10,17,6,18,2
Coraline,2009,15,9,19,12,2
Couples Retreat,2009,0,3,20,18,2
Crank: High Voltage,2009,6,20,18,14,2
Crazy Heart,2009,14,16,21,5,2
Crossing Over,2009,5,6,20,18,2
 Dance Flick,2009,21,5,7,18,42
Did You Hear About the Morgans?,2009,10,3,13,15,2
District 9,2009,14,13,14,5,2
Drag Me to Hell,2009,0,17,1,18,2
Dragonball Evolution,2009,9,7,18,18,2
Duplicity,2009,10,21,5,5,18
 Echelon Conspiracy,2009,19,17,21,18,15
Everybody's Fine,2009,0,17,13,18,2
Extract,2009,0,17,11,18,2
 Fame,2009,0,15,20,18,2
Fantastic Mr. Fox,2009,14,16,1,11,0
Fast & Furious,2009,22,19,16,18,2
Fighting,2009,17,1,12,18,2
The Final Destination,2009,6,20,16,18,18
Fired Up!,2009,22,3,16,20,2
Fragments,2009,4,11,20,1,6
Friday the 13th,2009,6,4,9,6,37
Funny People,2009,10,3,16,22,41
 G-Force,2009,2,13,6,18,2
G.I. Joe: The Rise of Cobra,2009,19,4,13,0,2
Gallowwalker,2009,6,20,17,9,3
Gamer,2009,6,20,21,18,2
Gentlemen Broncos,2009,10,21,16,8,2
Ghosts of Girlfriends Past,2009,10,3,17,18,2
"The Goods: Live Hard, Sell Hard",2009,22,19,22,13,28
The Great Buck Howard,2009,13,21,19,5,18
The Grudge 3,2009,2,20,6,8,28
 Halloween II,2009,16,4,22,7,2
The Hangover,2009,22,19,11,18,2
Hannah Montana: The Movie,2009,0,17,6,18,20
Harry Potter and the Half-Blood Prince,2009,19,13,20,5,18
The Haunting in Connecticut,2009,18,10,6,18,37
He's Just Not That Into You,2009,10,0,6,18,2
The Hole,2009,4,11,13,5,2
Homecoming,2009,22,19,11,17,2
Horrorween,2009,9,7,18,18,10
Horsemen,2009,5,6,6,18,2
Hotel for Dogs,2009,20,4,10,5,20
Humpday,2009,11,12,2,16,10
 I Can Do Bad All By Myself,2009,0,17,6,18,2
I Hate Valentine's Day,2009,3,14,0,18,8
I Hope They Serve Beer in Hell,2009,7,17,18,4,16
The Hurt Locker,2009,6,20,6,5,2
"I Love You, Beth Cooper",2009,18,10,11,18,2
"I Love You, Man",2009,10,17,6,18,2
Ice Age: Dawn of the Dinosaurs,2009,12,22,8,13,2
Imagine That,2009,8,8,6,18,2
The Imaginarium of Doctor Parnassus,2009,7,21,20,5,2
The Informant!,2009,7,21,16,18,2
The Informers,2009,4,11,6,18,2
Inglourious Basterds,2009,6,20,4,9,2
The International,2009,6,20,6,6,2
Invictus,2009,10,21,16,18,2
An Invisible Sign,2009,15,9,16,13,19
The Invention of Lying,2009,0,17,4,18,2
It Might Get Loud,2009,8,8,17,18,2
It's Complicated,2009,10,3,6,18,13
 Janky Promoters,2009,13,18,13,9,8
Jennifer's Body,2009,1,15,11,18,37
Jonas Brothers: The 3D Concert Experience,2009,11,12,8,16,30
Julie & Julia,2009,7,21,20,4,29
 Knowing,2009,0,11,6,18,42
Labor Pains,2009,10,17,16,18,18
 Laid to Rest,2009,16,19,6,5,2
Land of the Lost,2009,9,7,20,18,18
The Last House on the Left,2009,16,4,17,14,2
Law Abiding Citizen,2009,5,6,6,18,18
Life During Wartime,2009,0,17,21,7,2
The Lightkeepers,2009,11,12,14,0,23
The Limits of Control,2009,3,14,21,18,28
Love Happens,2009,7,19,7,22,22
Love N' Dancing,2009,8,3,20,7,2
The Lovely Bones,2009,5,6,21,18,32
Lymelife,2009,15,0,6,18,3
 Madea Goes to Jail,2009,0,17,6,18,18
The Maiden Heist,2009,7,3,21,18,2
Management,2009,0,17,21,18,30
Me and Orson Welles,2009,1,21,20,10,17
The Men Who Stare at Goats,2009,19,13,1,18,2
The Messenger,2009,12,22,7,5,9
Miss March,2009,0,17,11,14,17
Monsters vs. Aliens,2009,19,13,6,5,2
Motherhood,2009,15,9,5,12,2
My Bloody Valentine 3D,2009,5,6,8,18,36
My Life in Ruins,2009,9,7,18,18,23
My Sister's Keeper,2009,15,9,6,18,2
My One and Only,2009,13,18,10,18,28
 New in Town,2009,21,5,2,12,20
New Moon,2009,6,4,16,0,2
Next Day Air,2009,13,18,1,16,40
Night at the Museum: Battle of the Smithsonian,2009,19,4,6,5,2
Nine,2009,0,5,21,18,2
Ninja Assassin,2009,19,13,10,18,2
Not Easily Broken,2009,15,9,6,4,2
Not Forgotten,2009,4,11,6,18,42
Notorious,2009,10,9,1,18,2
 Observe and Report,2009,20,2,6,18,2
Obsessed,2009,18,10,16,6,16
Old Dogs,2009,10,3,18,18,2
Opie Gets Laid,2009,7,21,3,10,25
Orphan,2009,16,4,16,18,37
 Pandorum,2009,6,20,6,18,2
Paper Heart,2009,21,5,12,21,2
Paul Blart: Mall Cop,2009,20,2,8,5,2
A Perfect Getaway,2009,5,6,5,12,32
Phoebe in Wonderland,2009,15,9,17,22,15
The Pink Panther 2,2009,9,7,20,18,2
Planet 51,2009,19,17,6,5,2
Post Grad,2009,7,21,2,4,44
Precious,2009,1,15,15,6,10
The Princess and the Frog,2009,10,17,5,5,30
The Private Lives of Pippa Lee,2009,15,9,20,3,39
The Proposal,2009,12,3,20,18,2
Public Enemies,2009,19,13,21,4,2
Push,2009,19,13,16,18,2
 Race to Witch Mountain,2009,9,7,16,5,2
The Road,2009,3,14,21,13,12
 Saw VI,2009,6,20,8,18,25
A Serious Man,2009,0,16,4,18,2
Sherlock Holmes,2009,5,6,13,4,26
Shrink,2009,15,3,20,18,2
Shorts,2009,1,15,22,12,2
A Single Man,2009,10,0,1,18,36
The Slammin' Salmon,2009,13,18,20,7,30
The Soloist,2009,8,8,11,1,8
Sorority Row,2009,5,4,6,6,37
Spread,2009,0,17,12,18,2
Star Trek,2009,2,13,6,18,37
State of Play,2009,3,14,17,6,2
The Stepfather,2009,18,10,6,6,2
Street Fighter: The Legend of Chun-Li,2009,0,13,2,18,2
Surrogates,2009,6,20,8,6,18
 The Taking of Pelham 123,2009,20,2,6,5,32
Taking Woodstock,2009,4,11,13,18,2
Tekken,2009,17,1,13,18,2
Tennessee,2009,4,3,3,8,44
Terminator Salvation,2009,19,13,1,18,2
The Time Traveler's Wife,2009,0,21,14,18,13
Transformers: Revenge of the Fallen,2009,6,20,2,18,17
Trick 'r Treat,2009,16,4,6,18,2
 The Ugly Truth,2009,10,0,13,5,18
The Unborn,2009,2,20,6,18,16
Underworld: Rise of the Lycans,2009,19,13,16,0,2
The Uninvited,2009,15,9,6,18,37
Up,2009,18,10,13,13,2
Up in the Air,2009,10,0,1,18,2
 Wah Do Dem,2009,7,21,4,14,14
Watchmen,2009,19,13,18,5,2
What Goes Up,2009,1,15,21,18,8
Whatever Works,2009,10,3,21,6,2
Where the Wild Things Are,2009,15,3,8,18,2
Whiteout,2009,6,20,11,18,2
Whip It,2009,15,9,21,18,24
World's Greatest Dad,2009,1,15,13,18,18
X-Men Origins: Wolverine,2009,6,4,11,6,2
 Year One,2009,6,4,18,5,2
The Young Victoria,2009,15,9,17,5,2
 Zombieland,2009,16,20,6,18,16
127 Hours,2010,19,22,22,12,2
The A-Team,2010,19,13,5,6,2
A Little Help,2010,1,15,18,18,16
Adventures of Power,2010,8,8,17,18,2
Alice in Wonderland,2010,17,1,13,18,2
All Good Things,2010,4,11,18,5,2
Alpha and Omega,2010,21,5,8,18,2
The American,2010,16,20,6,13,2
 The Back-up Plan,2010,0,17,16,22,10
Barry Munday,2010,7,0,7,11,18
BearCity,2010,7,5,0,17,39
Big Money Rustlas,2010,4,11,18,8,37
Black Swan,2010,19,17,14,4,7
Blue Valentine,2010,0,17,21,11,2
The Book of Eli,2010,16,20,18,6,2
The Bounty Hunter,2010,20,2,8,18,2
Brooklyn's Finest,2010,16,18,10,18,2
Buried,2010,0,17,16,18,2
Burlesque,2010,10,17,6,18,2
Case 39,2010,22,19,6,18,2
Casino Jack,2010,5,6,18,10,33
Cats & Dogs: The Revenge of Kitty Galore,2010,19,13,16,18,37
Charlie St. Cloud,2010,0,17,21,0,2
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,17,1,21,0,2
City Island,2010,12,22,6,18,2
Clash of the Titans,2010,6,16,6,18,10
The Company Men,2010,7,21,11,18,16
Conviction,2010,1,3,20,18,2
Cop Out,2010,18,3,16,5,2
Country Strong,2010,10,17,13,18,28
The Crazies,2010,16,19,6,7,2
Crazy on the Outside,2010,14,3,10,1,2
Cyrus,2010,18,10,20,18,2
Date Night,2010,19,4,2,18,7
Darkening Sky,2010,6,4,6,18,2
Daybreakers,2010,19,4,21,2,2
Dead Awake,2010,7,21,11,21,12
Dear John,2010,4,11,16,5,2
Death at a Funeral,2010,0,3,16,17,2
Despicable Me,2010,19,13,3,18,42
Devil,2010,15,16,21,18,2
Diary of a Wimpy Kid,2010,1,15,5,18,2
Dinner for Schmucks,2010,10,3,1,7,44
Dirty Girl,2010,4,11,11,12,2
Due Date,2010,13,19,1,18,7
Easy A,2010,1,15,16,5,2
Eat Pray Love,2010,21,5,21,12,12
The Twilight Saga: Eclipse,2010,0,4,16,18,26
Edge of Darkness,2010,16,2,16,16,2
The Expendables,2010,6,1,16,5,2
The Extra Man,2010,3,0,5,22,17
Extraordinary Measures,2010,13,21,19,17,43
Fair Game,2010,18,10,21,18,18
Faster,2010,16,14,11,18,2
The Fighter,2010,17,1,11,18,2
Flipped,2010,0,17,1,18,38
For Colored Girls,2010,0,17,6,18,2
From Paris with Love,2010,19,4,20,18,2
Frozen,2010,10,17,8,18,2
Furry Vengeance,2010,22,19,21,18,17
Game of Death,2010,2,20,11,5,2
Get Him to the Greek,2010,14,16,16,18,2
Get Low,2010,18,3,1,16,29
Going the Distance,2010,10,17,8,18,2
The Greatest,2010,15,9,1,17,11
Green Zone,2010,0,17,16,18,40
Greenberg,2010,18,10,11,18,2
Grown Ups,2010,18,3,1,18,2
Gulliver's Travels,2010,0,17,6,5,2
Harry Potter and the Deathly Hallows: Part 1,2010,2,13,20,18,18
Hereafter,2010,15,9,6,18,2
Holy Rollers,2010,12,22,18,6,2
Hot Tub Time Machine,2010,10,17,20,18,2
How Do You Know,2010,4,11,11,18,20
How to Train Your Dragon,2010,14,16,2,12,28
Hurricane Season,2010,1,15,2,18,21
Hyenas,2010,3,14,14,4,42
 I Love You Phillip Morris,2010,20,2,20,18,2
I'm Still Here,2010,3,14,4,3,8
Inception,2010,19,13,6,18,2
Iron Man 2,2010,3,14,10,3,12
It's Kind of a Funny Story,2010,0,17,20,18,2
Jack Goes Boating,2010,10,3,16,17,7
Jackass 3-D,2010,11,12,21,16,33
Jonah Hex,2010,6,20,16,18,16
The Joneses,2010,12,22,18,18,2
